322	787
567	825
-91	-623
170	151
-965	743
30	-595
-806	-707
638	-746
130	43
-733	666
-591	-125
-598	-579
-797	429
282	-574
805	-168
588	-577
521	-444
-888	926
12	-570
-803	341
137	911
-869	24
833	-640
-428	-167
405	-953
-950	688
-608	-886
-628	-669
333	797
-90	-141
-544	-246
533	423
-695	-889
401	855
-545	-317
-84	-36
878	-775
-651	-929
611	-560
86	-381
146	-473
84	-686
-494	862
309	-692
56	629
-433	-949
78	-628
-615	402
-372	104
-138	-820
-509	-329
-390	-371
707	653
-54	-87
853	-693
50	662
610	968
-256	304
-953	443
-387	-23
350	516
-883	-281
-467	-778
-107	-732
813	11
633	-568
604	-571
269	-582
383	-351
42	44
448	-291
-132	633
-146	511
782	735
-395	-906
555	414
541	-349
104	-394
142	-942
-525	-831
-809	828
-398	547
63	-226
-169	823
887	621
-982	310
475	157
-818	162
-36	305
-752	143
-260	-941
-609	229
-248	-488
-102	-955
193	87
395	-962
-574	-596
-387	-315
149	-351
104	655
