902	-882
-907	93
127	970
-532	944
-791	39
690	-623
-729	-942
-115	557
931	-541
341	57
413	-890
374	70
187	-370
-936	-578
-534	419
31	324
-988	100
-374	700
-676	714
-420	210
796	-199
100	-390
-206	113
-35	-764
965	928
674	671
553	-10
-789	-559
-766	-701
484	539
-590	-508
5	-141
-926	-887
-188	-94
633	237
-958	2
-545	-875
62	177
-212	196
578	550
184	-572
395	-343
-35	-64
350	-226
-359	-576
214	-830
769	-771
50	687
-724	851
-522	-754
-397	833
-803	27
-994	-555
-2	904
-819	227
-327	755
317	695
-523	-50
-599	802
465	331
-755	-973
238	390
864	-847
-709	324
-361	492
225	-717
16	994
602	835
-922	-227
149	708
836	238
896	924
-363	-814
-925	64
383	302
539	-977
-939	-15
-92	-967
105	687
253	-267
-920	-614
-936	-251
770	6
871	138
541	-407
950	-610
-230	849
-852	-410
647	57
-934	122
-252	805
-392	-470
-736	-577
193	-767
724	-615
-322	-922
-263	183
-568	418
871	-103
-478	324
